plex_guid,file_path,media_type,title,status,detail,matched_media_id,matched_slug,sidecar_path,event_count
imdb://tt2414252,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E48 - Very x Sharp x Eye.mkv,episode,Hunter x Hunter – Season 1 – Very x Sharp x Eye,skipped,media directory does not exist,,,,0
imdb://tt2414256,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E49 - Pursuit x and x Analysis.mkv,episode,Hunter x Hunter – Season 1 – Pursuit x and x Analysis,skipped,media directory does not exist,,,,0
imdb://tt2859310,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E50 - Ally x and x Sword.mkv,episode,Hunter x Hunter – Season 1 – Ally x and x Sword,skipped,media directory does not exist,,,,0
imdb://tt3055130,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E51 - A x Brutal x Battlefield.mkv,episode,Hunter x Hunter – Season 1 – A x Brutal x Battlefield,skipped,media directory does not exist,,,,0
imdb://tt3055128,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E52 - Assault x And x Impact.mkv,episode,Hunter x Hunter – Season 1 – Assault x And x Impact,skipped,media directory does not exist,,,,0
imdb://tt3055136,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E53 - Fake x And x Psyche.mkv,episode,Hunter x Hunter – Season 1 – Fake x And x Psyche,skipped,media directory does not exist,,,,0
imdb://tt3055138,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E54 - Fortunes x Aren't x Right.mkv,episode,Hunter x Hunter – Season 1 – Fortunes x Aren't x Right?,skipped,media directory does not exist,,,,0
imdb://tt3055144,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E55 - Allies x And x Lies.mkv,episode,Hunter x Hunter – Season 1 – Allies x And x Lies,skipped,media directory does not exist,,,,0
imdb://tt7576210,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E08 - Chapter 73.mkv,episode,House of Cards (US) – Season 6 – Chapter 73,skipped,media directory does not exist,,,,0
imdb://tt2103560,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E01 - Departure x And x Friends.mkv,episode,Hunter x Hunter – Season 1 – Departure x And x Friends,skipped,media directory does not exist,,,,0
imdb://tt2103563,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E02 - Test x Of x Tests.mkv,episode,Hunter x Hunter – Season 1 – Test x Of x Tests,skipped,media directory does not exist,,,,0
imdb://tt2103562,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E03 - Rivals x In x Survival.mkv,episode,Hunter x Hunter – Season 1 – Rivals x For x Survival,skipped,media directory does not exist,,,,0
imdb://tt2103561,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E04 - Hope x And x Ambition.mkv,episode,Hunter x Hunter – Season 1 – Hope x And x Ambition,skipped,media directory does not exist,,,,0
imdb://tt2108770,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E05 - Hisoka x Is x Sneaky.mkv,episode,Hunter x Hunter – Season 1 – Hisoka x Is x Sneaky,skipped,media directory does not exist,,,,0
imdb://tt2108769,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E06 - A x Surprising x Challenge.mkv,episode,Hunter x Hunter – Season 1 – A x Surprising x Challenge,skipped,media directory does not exist,,,,0
imdb://tt2112540,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E07 - Showdown x On x The Airship.mkv,episode,Hunter x Hunter – Season 1 – Showdown x On The x Airship,skipped,media directory does not exist,,,,0
imdb://tt2118257,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E08 - Decision x By x Majority Rule.mkv,episode,Hunter x Hunter – Season 1 – Decision x By x Majority?,skipped,media directory does not exist,,,,0
imdb://tt2127859,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E09 - Beware x Of x Prisoners.mkv,episode,Hunter x Hunter – Season 1 – Beware x Of x Prisoners,skipped,media directory does not exist,,,,0
imdb://tt2130736,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E10 - Trick x To x The Trick.mkv,episode,Hunter x Hunter – Season 1 – Trick x To The x Trick,skipped,media directory does not exist,,,,0
imdb://tt2135334,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E11 - Trouble x With x The Gamble.mkv,episode,Hunter x Hunter – Season 1 – Trouble x With The x Gamble,skipped,media directory does not exist,,,,0
imdb://tt2144725,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E12 - Last x Test x Of Resolve.mkv,episode,Hunter x Hunter – Season 1 – Last x Test Of x Resolve!,skipped,media directory does not exist,,,,0
imdb://tt2203788,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E13 - Letter x From x Gon.mkv,episode,Hunter x Hunter – Season 1 – Letter x From x Gon,skipped,media directory does not exist,,,,0
imdb://tt2203792,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E14 - Hit x the x Target.mkv,episode,Hunter x Hunter – Season 1 – Hit x The x Target,skipped,media directory does not exist,,,,0
imdb://tt2203798,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E15 - Explosion x Of x Deception.mkv,episode,Hunter x Hunter – Season 1 – Explosion x Of x Deception!,skipped,media directory does not exist,,,,0
imdb://tt2352006,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E16 - Defeat x And x Disgrace.mkv,episode,Hunter x Hunter – Season 1 – Defeat x And x Disgrace,skipped,media directory does not exist,,,,0
imdb://tt2352008,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E17 - Trap x In x The Hole.mkv,episode,Hunter x Hunter – Season 1 – Trap x In The x Hole,skipped,media directory does not exist,,,,0
imdb://tt2352012,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E18 - Big x Time x Interview.mkv,episode,Hunter x Hunter – Season 1 – Big x Time x Interview,skipped,media directory does not exist,,,,0
imdb://tt2352014,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E19 - Can't Win x and x Can't Lose.mkv,episode,Hunter x Hunter – Season 1 – Can't Win x and x Can't Lose,skipped,media directory does not exist,,,,0
imdb://tt2352016,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E20 - Baffling Turn x Of x Events.mkv,episode,Hunter x Hunter – Season 1 – Baffling x Turn of x Events,skipped,media directory does not exist,,,,0
imdb://tt2352020,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E21 - Some x Brother x Trouble.mkv,episode,Hunter x Hunter – Season 1 – Some x Brother x Trouble,skipped,media directory does not exist,,,,0
imdb://tt2439680,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E22 - A x Dangerous x Watchdog.mkv,episode,Hunter x Hunter – Season 1 – A x Dangerous x Watchdog,skipped,media directory does not exist,,,,0
imdb://tt2439682,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E23 - The x Guard's x Duty.mkv,episode,Hunter x Hunter – Season 1 – The x Guard's x Duty!,skipped,media directory does not exist,,,,0
imdb://tt2439684,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E24 - The x Zoldyck x Family.mkv,episode,Hunter x Hunter – Season 1 – The x Zoldyck x Family!,skipped,media directory does not exist,,,,0
imdb://tt2506420,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E25 - Can't See x if x You're Blind.mkv,episode,Hunter x Hunter – Season 1 – Can't See x if x You're x Blind!,skipped,media directory does not exist,,,,0
imdb://tt2506422,F:\MediaStack\data\media\tv\Hunter x Hunter (2011)\Season 01\Hunter x Hunter (2011) - S01E26 - Then x And x After.mkv,episode,Hunter x Hunter – Season 1 – Then × And × After,skipped,media directory does not exist,,,,0
imdb://tt5083704,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E09 - Chapter 48.mkv,episode,House of Cards (US) – Season 4 – Chapter 48,skipped,media directory does not exist,,,,0
imdb://tt5095730,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E10 - Chapter 49.mkv,episode,House of Cards (US) – Season 4 – Chapter 49,skipped,media directory does not exist,,,,0
imdb://tt5095732,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E11 - Chapter 50.mkv,episode,House of Cards (US) – Season 4 – Chapter 50,skipped,media directory does not exist,,,,0
imdb://tt5095742,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E12 - Chapter 51.mkv,episode,House of Cards (US) – Season 4 – Chapter 51,skipped,media directory does not exist,,,,0
imdb://tt5095748,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E13 - Chapter 52.mkv,episode,House of Cards (US) – Season 4 – Chapter 52,skipped,media directory does not exist,,,,0
imdb://tt5419058,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E01 - Chapter 53.mkv,episode,House of Cards (US) – Season 5 – Chapter 53,skipped,media directory does not exist,,,,0
imdb://tt5965956,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E02 - Chapter 54.mkv,episode,House of Cards (US) – Season 5 – Chapter 54,skipped,media directory does not exist,,,,0
imdb://tt6010608,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E03 - Chapter 55.mkv,episode,House of Cards (US) – Season 5 – Chapter 55,skipped,media directory does not exist,,,,0
imdb://tt6059620,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E04 - Chapter 56.mkv,episode,House of Cards (US) – Season 5 – Chapter 56,skipped,media directory does not exist,,,,0
imdb://tt6110792,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E05 - Chapter 57.mkv,episode,House of Cards (US) – Season 5 – Chapter 57,skipped,media directory does not exist,,,,0
imdb://tt6411836,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E06 - Chapter 58.mkv,episode,House of Cards (US) – Season 5 – Chapter 58,skipped,media directory does not exist,,,,0
imdb://tt6411844,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E07 - Chapter 59.mkv,episode,House of Cards (US) – Season 5 – Chapter 59,skipped,media directory does not exist,,,,0
imdb://tt6411838,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E08 - Chapter 60.mkv,episode,House of Cards (US) – Season 5 – Chapter 60,skipped,media directory does not exist,,,,0
imdb://tt6411842,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E09 - Chapter 61.mkv,episode,House of Cards (US) – Season 5 – Chapter 61,skipped,media directory does not exist,,,,0
imdb://tt6411846,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E10 - Chapter 62.mkv,episode,House of Cards (US) – Season 5 – Chapter 62,skipped,media directory does not exist,,,,0
imdb://tt6411854,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E11 - Chapter 63.mkv,episode,House of Cards (US) – Season 5 – Chapter 63,skipped,media directory does not exist,,,,0
imdb://tt6411858,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E12 - Chapter 64.mkv,episode,House of Cards (US) – Season 5 – Chapter 64,skipped,media directory does not exist,,,,0
imdb://tt6411862,F:\MediaStack\data\media\tv\House of Cards (US)\Season 05\House of Cards (US) - S05E13 - Chapter 65.mkv,episode,House of Cards (US) – Season 5 – Chapter 65,skipped,media directory does not exist,,,,0
imdb://tt7538918,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E01 - Chapter 66.mkv,episode,House of Cards (US) – Season 6 – Chapter 66,skipped,media directory does not exist,,,,0
imdb://tt7576192,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E02 - Chapter 67.mkv,episode,House of Cards (US) – Season 6 – Chapter 67,skipped,media directory does not exist,,,,0
imdb://tt7576194,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E03 - Chapter 68.mkv,episode,House of Cards (US) – Season 6 – Chapter 68,skipped,media directory does not exist,,,,0
imdb://tt7576196,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E04 - Chapter 69.mkv,episode,House of Cards (US) – Season 6 – Chapter 69,skipped,media directory does not exist,,,,0
imdb://tt7576198,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E05 - Chapter 70.mkv,episode,House of Cards (US) – Season 6 – Chapter 70,skipped,media directory does not exist,,,,0
imdb://tt7576200,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E06 - Chapter 71.mkv,episode,House of Cards (US) – Season 6 – Chapter 71,skipped,media directory does not exist,,,,0
imdb://tt7576206,F:\MediaStack\data\media\tv\House of Cards (US)\Season 06\House of Cards (US) - S06E07 - Chapter 72.mkv,episode,House of Cards (US) – Season 6 – Chapter 72,skipped,media directory does not exist,,,,0
imdb://tt3513862,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E01 - Chapter 27.mkv,episode,House of Cards (US) – Season 3 – Chapter 27,skipped,media directory does not exist,,,,0
imdb://tt3892086,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E02 - Chapter 28.mkv,episode,House of Cards (US) – Season 3 – Chapter 28,skipped,media directory does not exist,,,,0
imdb://tt3892088,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E03 - Chapter 29.mkv,episode,House of Cards (US) – Season 3 – Chapter 29,skipped,media directory does not exist,,,,0
imdb://tt3892094,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E04 - Chapter 30.mkv,episode,House of Cards (US) – Season 3 – Chapter 30,skipped,media directory does not exist,,,,0
imdb://tt3897442,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E05 - Chapter 31.mkv,episode,House of Cards (US) – Season 3 – Chapter 31,skipped,media directory does not exist,,,,0
imdb://tt3897454,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E06 - Chapter 32.mkv,episode,House of Cards (US) – Season 3 – Chapter 32,skipped,media directory does not exist,,,,0
imdb://tt3918768,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E07 - Chapter 33.mkv,episode,House of Cards (US) – Season 3 – Chapter 33,skipped,media directory does not exist,,,,0
imdb://tt4083028,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E08 - Chapter 34.mkv,episode,House of Cards (US) – Season 3 – Chapter 34,skipped,media directory does not exist,,,,0
imdb://tt4035250,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E09 - Chapter 35.mkv,episode,House of Cards (US) – Season 3 – Chapter 35,skipped,media directory does not exist,,,,0
imdb://tt4128566,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E10 - Chapter 36.mkv,episode,House of Cards (US) – Season 3 – Chapter 36,skipped,media directory does not exist,,,,0
imdb://tt4128572,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E11 - Chapter 37.mkv,episode,House of Cards (US) – Season 3 – Chapter 37,skipped,media directory does not exist,,,,0
imdb://tt4128574,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E12 - Chapter 38.mkv,episode,House of Cards (US) – Season 3 – Chapter 38,skipped,media directory does not exist,,,,0
imdb://tt4221826,F:\MediaStack\data\media\tv\House of Cards (US)\Season 03\House of Cards (US) - S03E13 - Chapter 39.mkv,episode,House of Cards (US) – Season 3 – Chapter 39,skipped,media directory does not exist,,,,0
imdb://tt4498368,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E01 - Chapter 40.mkv,episode,House of Cards (US) – Season 4 – Chapter 40,skipped,media directory does not exist,,,,0
imdb://tt4817660,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E02 - Chapter 41.mkv,episode,House of Cards (US) – Season 4 – Chapter 41,skipped,media directory does not exist,,,,0
imdb://tt4817664,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E03 - Chapter 42.mkv,episode,House of Cards (US) – Season 4 – Chapter 42,skipped,media directory does not exist,,,,0
imdb://tt4817670,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E04 - Chapter 43.mkv,episode,House of Cards (US) – Season 4 – Chapter 43,skipped,media directory does not exist,,,,0
imdb://tt4949018,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E05 - Chapter 44.mkv,episode,House of Cards (US) – Season 4 – Chapter 44,skipped,media directory does not exist,,,,0
imdb://tt4949028,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E06 - Chapter 45.mkv,episode,House of Cards (US) – Season 4 – Chapter 45,skipped,media directory does not exist,,,,0
imdb://tt5025272,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E07 - Chapter 46.mkv,episode,House of Cards (US) – Season 4 – Chapter 46,skipped,media directory does not exist,,,,0
imdb://tt5095720,F:\MediaStack\data\media\tv\House of Cards (US)\Season 04\House of Cards (US) - S04E08 - Chapter 47.mkv,episode,House of Cards (US) – Season 4 – Chapter 47,skipped,media directory does not exist,,,,0
imdb://tt2250466,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E02 - Chapter 2.mkv,episode,House of Cards (US) – Season 1 – Chapter 2,skipped,media directory does not exist,,,,0
imdb://tt2248444,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E03 - Chapter 3.mkv,episode,House of Cards (US) – Season 1 – Chapter 3,skipped,media directory does not exist,,,,0
imdb://tt2248422,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E04 - Chapter 4.mkv,episode,House of Cards (US) – Season 1 – Chapter 4,skipped,media directory does not exist,,,,0
imdb://tt2294870,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E05 - Chapter 5.mkv,episode,House of Cards (US) – Season 1 – Chapter 5,skipped,media directory does not exist,,,,0
imdb://tt2311910,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E06 - Chapter 6.mkv,episode,House of Cards (US) – Season 1 – Chapter 6,skipped,media directory does not exist,,,,0
imdb://tt2311926,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E07 - Chapter 7.mkv,episode,House of Cards (US) – Season 1 – Chapter 7,skipped,media directory does not exist,,,,0
imdb://tt2312714,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E08 - Chapter 8.mkv,episode,House of Cards (US) – Season 1 – Chapter 8,skipped,media directory does not exist,,,,0
imdb://tt2248426,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E09 - Chapter 9.mkv,episode,House of Cards (US) – Season 1 – Chapter 9,skipped,media directory does not exist,,,,0
imdb://tt2468204,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E10 - Chapter 10.mkv,episode,House of Cards (US) – Season 1 – Chapter 10,skipped,media directory does not exist,,,,0
imdb://tt2440660,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E11 - Chapter 11.mkv,episode,House of Cards (US) – Season 1 – Chapter 11,skipped,media directory does not exist,,,,0
imdb://tt2555986,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E12 - Chapter 12.mkv,episode,House of Cards (US) – Season 1 – Chapter 12,skipped,media directory does not exist,,,,0
imdb://tt2555988,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E13 - Chapter 13.mkv,episode,House of Cards (US) – Season 1 – Chapter 13,skipped,media directory does not exist,,,,0
imdb://tt2811510,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E01 - Chapter 14.mkv,episode,House of Cards (US) – Season 2 – Chapter 14,skipped,media directory does not exist,,,,0
imdb://tt3221190,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E02 - Chapter 15.mkv,episode,House of Cards (US) – Season 2 – Chapter 15,skipped,media directory does not exist,,,,0
imdb://tt2990016,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E03 - Chapter 16.mkv,episode,House of Cards (US) – Season 2 – Chapter 16,skipped,media directory does not exist,,,,0
imdb://tt3001906,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E04 - Chapter 17.mkv,episode,House of Cards (US) – Season 2 – Chapter 17,skipped,media directory does not exist,,,,0
imdb://tt3001926,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E05 - Chapter 18.mkv,episode,House of Cards (US) – Season 2 – Chapter 18,skipped,media directory does not exist,,,,0
imdb://tt3221232,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E06 - Chapter 19.mkv,episode,House of Cards (US) – Season 2 – Chapter 19,skipped,media directory does not exist,,,,0
imdb://tt3147682,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E07 - Chapter 20.mkv,episode,House of Cards (US) – Season 2 – Chapter 20,skipped,media directory does not exist,,,,0
imdb://tt3147690,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E08 - Chapter 21.mkv,episode,House of Cards (US) – Season 2 – Chapter 21,skipped,media directory does not exist,,,,0
imdb://tt3186026,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E09 - Chapter 22.mkv,episode,House of Cards (US) – Season 2 – Chapter 22,skipped,media directory does not exist,,,,0
imdb://tt3221270,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E10 - Chapter 23.mkv,episode,House of Cards (US) – Season 2 – Chapter 23,skipped,media directory does not exist,,,,0
imdb://tt3297502,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E11 - Chapter 24.mkv,episode,House of Cards (US) – Season 2 – Chapter 24,skipped,media directory does not exist,,,,0
imdb://tt3326204,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E12 - Chapter 25.mkv,episode,House of Cards (US) – Season 2 – Chapter 25,skipped,media directory does not exist,,,,0
imdb://tt3326208,F:\MediaStack\data\media\tv\House of Cards (US)\Season 02\House of Cards (US) - S02E13 - Chapter 26.mkv,episode,House of Cards (US) – Season 2 – Chapter 26,skipped,media directory does not exist,,,,0
imdb://tt2161930,F:\MediaStack\data\media\tv\House of Cards (US)\Season 01\House of Cards (US) - S01E01 - Chapter 1.mkv,episode,House of Cards (US) – Season 1 – Chapter 1,skipped,media directory does not exist,,,,0
imdb://tt0322802,F:\MediaStack\data\media\movies\Jackass - The Movie (2002)\Jackass The Movie (2002) [WEBDL-480p] {imdb-tt0322802}.mkv,movie,Jackass: The Movie,skipped,media directory does not exist,,,,0
imdb://tt0405422,F:\MediaStack\data\media\movies\The 40 Year Old Virgin (2005)\The 40 Year Old Virgin (2005) [Bluray-1080p Proper] {imdb-tt0405422}.mkv,movie,The 40-Year-Old Virgin,skipped,media directory does not exist,,,,0
