media_id,media_type,title,slug,service_slug,season_number,episode_number,event_count,category_count,tag_set_id,show_title,show_slug,year,rating,runtime,poster_url
654732,movie,A Christmas Prince,a-christmas-prince,netflix,,,95,5,32189,,,,TV-PG,,https://ravanna.vidangel.com/file/ravanna/3/f/movies-483104_0010_01_3f785a000ba62ad1.jpg
671731,movie,A Christmas Prince: The Royal Wedding,a-christmas-prince-the-royal-wedding,netflix,,,55,5,40045,,,,TV-PG,,https://ravanna.vidangel.com/file/ravanna/e/c/movies-525041_0010_01_ecc2a811f7a5436f.jpg
703489,movie,A Christmas Tree Grows in Colorado,a-christmas-tree-grows-in-colorado,amazon,,,21,3,73539,,,,TV-G,,https://ravanna.vidangel.com/file/ravanna/gen/C/E/movie-737764_20251125_CEEWHX9XllalPfAV.jpg
678174,movie,A Dark Place,a-dark-place,amazon,,,90,5,41302,,,,R,,https://ravanna.vidangel.com/file/ravanna/9/2/movies-412157_0010_02_923fbf968162b1f5.jpg
706452,movie,A Day to Die,a-day-to-die,netflix,,,379,5,75942,,,,R,,https://ravanna.vidangel.com/file/ravanna/f/2/movies-864116_0010_01_f25888087d73f862.jpg
672129,movie,A Dog's Way Home,a-dogs-way-home,amazon,,,52,5,69075,,,,PG,,https://ravanna.vidangel.com/file/ravanna/d/a/movies-508763_0010_01_da9ebc17231a3d3a.jpg
677011,movie,A Fall From Grace,a-fall-from-grace,netflix,,,111,4,40826,,,,R,,https://ravanna.vidangel.com/file/ravanna/6/6/movies-651070_0010_01_66ac7bdde873eb18.jpg
698253,movie,A Family Affair,a-family-affair,netflix,,,167,5,63348,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/gen/x/N/movie-987686_20240627_xNJB0D27uMYram02.jpg
661099,movie,A Family Man,a-family-man,amazon,,,101,4,40869,,,,R,,https://ravanna.vidangel.com/file/ravanna/1/e/movies-375183_0010_04_1ec5e2d24cb3f971.jpg
673176,movie,A Fortunate Man,a-fortunate-man,netflix,,,79,5,37674,,,,TV-14,,https://ravanna.vidangel.com/file/ravanna/d/f/movies-523561_0010_02_dfeefe42cc78be9d.jpg
204542,movie,A Futile and Stupid Gesture,a-futile-and-stupid-gesture,netflix,,,274,5,36003,,,,TV-MA,,https://ravanna.vidangel.com/file/ravanna/7/e/movies-391710_0010_02_7eb1e1b9dced91ca.jpg
222540,movie,A Ghost Story,a-ghost-story,amazon,,,32,4,34940,,,,R,,https://ravanna.vidangel.com/file/ravanna/5/8/movies-428449_0010_03_58dc9906163ff1b9.jpg
703202,movie,A Gingerbread Romance,a-gingerbread-romance,amazon,,,6,2,73078,,,,TV-14,,https://ravanna.vidangel.com/file/ravanna/gen/f/c/movie-550033_20251031_fce4xDUU2wGNSMNL.jpg
696263,movie,A Good Person,a-good-person,amazon,,,288,5,59840,,,,R,,https://ravanna.vidangel.com/file/ravanna/gen/J/J/movie-800787_20231128_JJ8bPtKOchTHjLT9.jpg
703561,movie,A Grand Ole Opry Christmas,a-grand-ole-opry-christmas,amazon-channels-hallmark,,,18,3,73689,,,,TV-PG,,https://ravanna.vidangel.com/file/ravanna/gen/H/X/movie-1535221_20251201_HXn1FbyZlWAJyO3v.jpg
3817,movie,A Hologram for the King,a-hologram-for-the-king,amazon,,,95,5,46767,,,,R,,https://ravanna.vidangel.com/file/ravanna/b/d/movies-270010_0010_02_bd8061da69ea2d38.jpg
703143,movie,A House of Dynamite,a-house-of-dynamite,netflix,,,125,3,73778,,,,R,,https://ravanna.vidangel.com/file/ravanna/gen/K/R/movie-1290159_20251024_KRn7R1pcjurE8e7G.jpg
691733,movie,A Jazzman's Blues,a-jazzmans-blues,netflix,,,112,5,52803,,,,R,,https://ravanna.vidangel.com/file/ravanna/gen/b/r/movie-921643_20220923_brnAXMPXPNyWYfw3.jpg
703375,movie,A Keller Christmas Vacation,a-keller-christmas-vacation,amazon-channels-hallmark,,,29,4,73308,,,,TV-G,,https://ravanna.vidangel.com/file/ravanna/gen/o/x/movie-1547913_20251114_oxrSy7b19GVBJdGF.jpg
2031,movie,A Knight's Tale,a-knights-tale,amazon,,,112,5,52563,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/2/f/movies-9476_0010_04_2f27f5a97e9991e6.jpg
2227,movie,A League of Their Own,a-league-of-their-own-1992,amazon,,,174,5,55723,,,,PG,,https://ravanna.vidangel.com/file/ravanna/f/f/movies-11287_0010_01_ff78ae2d342db70f.jpg
703918,movie,A Line of Fire,a-line-of-fire,netflix,,,182,4,73976,,,,R,,https://ravanna.vidangel.com/file/ravanna/gen/P/t/movie-1367575_20251220_Ptt3RYV7YteH37JL.jpg
659691,movie,A Little Bit of Heaven,a-little-bit-of-heaven,amazon-prime,,,175,5,63259,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/b/9/movies-45156_0010_01_b94f744155d0853a.jpg
2666,movie,A Little Chaos,a-little-chaos,amazon,,,35,4,37726,,,,R,,https://ravanna.vidangel.com/file/ravanna/f/5/movies-283227_0010_01_f59ce74ee53f45c1.jpg
671766,movie,A Madea Family Funeral,a-madea-family-funeral,amazon,,,434,5,63634,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/gen/2/C/20230405_2CRd2xC7SznlCpTa.jpg
693293,movie,A Man Called Otto,a-man-called-otto,amazon,,,79,3,56203,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/gen/C/E/movie-937278_20230228_CE9EdaFHn3UWRVxf.jpg
1134,movie,A Man for All Seasons,a-man-for-all-seasons,amazon,,,37,4,56432,,,,G,,https://ravanna.vidangel.com/file/ravanna/e/5/movies-874_0010_02_e58315f434d76b46.jpg
4058,movie,A Merry Friggin' Christmas,a-merry-friggin-christmas,amazon,,,167,5,54275,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/d/4/movies-286532_0010_01_d4661ff6503ce28f.jpg
703416,movie,A Merry Little Ex-Mas,a-merry-little-ex-mas,netflix,,,208,5,73422,,,,TV-PG,,https://ravanna.vidangel.com/file/ravanna/gen/q/y/movie-1401318_20251117_qyeOVv94VJAzjNOH.jpg
703207,movie,A Merry Scottish Christmas,a-merry-scottish-christmas,amazon,,,39,4,73309,,,,TV-G,,https://ravanna.vidangel.com/file/ravanna/gen/O/f/movie-1145635_20251031_OfxldFbEIqltUfvE.jpg
2411,movie,A Midnight Clear,a-midnight-clear-1992,amazon-prime,,,176,4,51640,,,,R,,https://ravanna.vidangel.com/file/ravanna/1/9/movies-23908_0010_05_190391cd02d8dc02.jpg
695398,movie,A Million Miles Away,a-million-miles-away,amazon-prime,,,54,4,58329,,,,PG,,https://ravanna.vidangel.com/file/ravanna/gen/i/v/movie-1002185_20230914_ivGvwLj9V2Jws2uL.jpg
1535,movie,A Million Ways to Die in the West,a-million-ways-to-die-in-the-west,amazon,,,335,5,54948,,,,R,,https://ravanna.vidangel.com/file/ravanna/e/9/movies-188161_0010_01_e9ee8fd5864880ee.jpg
130173,movie,A Monster Calls,a-monster-calls,amazon,,,46,4,48824,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/9/d/movies-258230_0010_01_9d237ddfceebc0cf.jpg
1579,movie,A Most Wanted Man,a-most-wanted-man,amazon,,,48,4,51571,,,,R,,https://ravanna.vidangel.com/file/ravanna/4/3/movies-157849_0010_01_43499576bf7597b3.jpg
703272,movie,A Newport Christmas,a-newport-christmas,amazon-channels-hallmark,,,21,4,73311,,,,TV-G,,https://ravanna.vidangel.com/file/ravanna/gen/H/n/movie-1537560_20251106_HnQM03m97KnhmzT1.jpg
2340,movie,A Night at the Roxbury,a-night-at-the-roxbury,amazon,,,231,5,76572,,,,PG-13,,https://ravanna.vidangel.com/file/ravanna/1/8/movies-9429_0010_03_18bbb558e0b8df43.jpg
678327,movie,A Perfect Chord,a-perfect-chord,amazon,,,30,5,45179,,,,TV-PG,,https://ravanna.vidangel.com/file/ravanna/1/9/movies-376009_0010_01_19a3fe1b4fa32ff2.jpg
689890,movie,A Perfect Pairing,a-perfect-pairing,netflix,,,86,5,51234,,,,TV-14,,https://ravanna.vidangel.com/file/ravanna/3/4/movies-934761_0010_03_343a131c5aa0b184.jpg
669421,movie,A Prayer Before Dawn,a-prayer-before-dawn,amazon,,,234,5,33375,,,,R,,https://ravanna.vidangel.com/file/ravanna/8/7/movies-448776_0010_01_8724120bf418c43e.jpg
4057,movie,A Princess For Christmas,a-princess-for-christmas,amazon,,,76,5,51587,,,,G,,https://ravanna.vidangel.com/file/ravanna/d/d/movies-79113_0010_01_dd8cb6f6af6bc803.jpg
